""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"
"Sp100"	-0.0713761525918954	6.3594359338594	-0.993017390076446	0.332300657305705	0.558199229970359	-5.91363255157687	"NO"
"Alg11"	0.0695440016660251	4.54369567348991	0.992726520956191	0.332439029806536	0.558199229970359	-5.70660977690109	"NO"
"Esyt1"	0.0472052526977427	6.92731728837714	0.992712335664403	0.332445779068028	0.558199229970359	-5.90701972388311	"NO"
"Shank3"	-0.0822154881742634	7.19803521035121	-0.992590096155281	0.33250394370287	0.558199229970359	-5.8993609199357	"NO"
"Pdia6"	0.0830692690317472	7.97141638156422	0.992583900080837	0.332506892139094	0.558199229970359	-5.86338466846784	"NO"
"Sfta2"	0.0815306848067197	5.52921653863021	0.992543661958712	0.332526040113167	0.558199229970359	-5.86949037255086	"NO"
"Atad1"	0.0469600456736936	6.31173421473553	0.992417310772449	0.33258617138351	0.558199229970359	-5.91401489026461	"NO"
"Arhgef10"	0.0535269739896194	5.91032958295856	0.992385690321748	0.332601220921886	0.558199229970359	-5.90080168203197	"NO"
"Polh"	0.0837929217434397	3.40819854212187	0.992061168815063	0.332755702039319	0.558251275884562	-5.46983190980046	"NO"
"Kctd9"	0.0636109391841808	4.92432411825988	0.992020289628581	0.332775165180905	0.558251275884562	-5.78184603202044	"NO"
"4930562C15Rik"	0.0967514502999318	4.35114166932663	0.991995850853875	0.332786801194129	0.558251275884562	-5.66610540347783	"NO"
"Golga5"	-0.0389035838175458	5.55138489756503	-0.991830375688007	0.332865596172706	0.558297017729298	-5.87266102340539	"NO"
"Brd8"	0.0398674857770098	6.27999629182243	0.991043821906645	0.333240309645788	0.558838996287279	-5.91506223863439	"NO"
"Slpi"	0.213243231794269	5.08458593281385	0.990866447233238	0.333324851181911	0.558894268424018	-5.80924350747812	"NO"
"Tanc1"	0.0607361213873139	6.68003787567359	0.990721229978994	0.33339407670025	0.558923846672939	-5.91282018265979	"NO"
"Cyp39a1"	0.0760531983727395	5.34112250566633	0.989919517727326	0.333776434872306	0.559478290817054	-5.84899922358881	"NO"
"Ufsp2"	0.0505271115073391	4.66058888455442	0.989737500034544	0.333863286337471	0.559537309739598	-5.73354478243613	"NO"
"Zfp758"	0.0911490968461859	3.7253051300663	0.989481857791765	0.333985294900622	0.559655222741763	-5.53531828947305	"NO"
"Nes"	-0.0826390486712221	7.13981406262515	-0.989334272514089	0.334055745948284	0.559686718316013	-5.90456462543098	"NO"
