""	"LU1"	"LU2"	"LU3"	"LU7"	"LU8"	"LU9"	"LU13"	"LU14"	"LU15"	"LU19"	"LU20"	"LU21"	"LU25"	"LU26"	"LU27"	"LU31"	"LU32"	"LU33"
"Kcnh2"	14.31427561	13.01308175	13.35920063	15.26494497	12.60780928	15.88966362	11.40258798	17.1684996	15.54111579	9.488619521	10.4725725	13.21425725	12.91008262	11.82927908	12.52175181	11.71846272	12.58572419	10.11372297
"Gm4944"	26.18012846	20.34964622	18.34880858	18.50581022	23.62864884	21.07400027	22.84119751	21.35918804	21.29536126	17.67916767	22.75892266	17.24723619	23.21445144	21.69407372	22.03172975	22.41449709	24.59384649	21.05789827
"Pcdhgb2"	13.03880549	7.881387349	13.27687126	16.17512922	13.85968403	10.36932321	6.981118655	9.152899577	11.84909263	12.49111504	13.37170561	10.84435603	9.314019838	10.75338763	11.05752603	10.4917897	9.726910474	8.586283873
"Gm2174"	0.027265287	5.347833055	0.242507604	1.814656037	0.027831809	0.032495529	5.736609239	0.998013663	1.639106903	3.566874372	0.031643016	7.105371112	3.211969313	5.163296398	2.623716595	8.046276071	0.039453681	3.667633381
"Fam98b"	30.2606513	31.25697474	30.12022848	31.43182287	30.11012041	28.50572768	27.86020087	28.81522215	25.85532936	25.79916847	30.11402525	29.99357875	31.17032071	30.00398415	32.43016694	31.78143487	31.12895418	31.35550712
"Magoh"	30.50985602	36.2895523	30.44002489	26.56290841	31.70042996	28.76049263	29.7001254	27.34242529	29.81040374	28.67750064	31.61137276	30.68492889	29.54755048	30.30488986	26.54002851	30.81744822	28.60391861	33.48383779
"Med23"	35.47759129	35.23187971	40.66286852	33.60572876	36.23423157	37.41990111	32.67155055	37.19478226	31.33721755	36.69661871	33.16441197	34.62073506	33.62101479	35.57073984	40.35748907	34.48842989	38.85398489	35.93960396
"1700034P13Rik"	10.12578224	8.657056546	7.684074652	10.28749389	10.88557697	9.837696357	11.51418417	9.677946813	9.783768303	10.8318412	9.856166553	11.12906603	8.960535358	12.3672248	8.680031547	12.02633595	6.02142077	12.30730347
"Rabep2"	28.32099879	30.97433188	32.47025598	34.80343982	33.28238996	34.21454216	29.5878229	35.45673662	31.63004816	32.73961745	31.42278038	35.98177261	31.84125005	36.19895727	33.50727165	31.48440649	33.2042178	33.93762067
"RP23-335G1.1"	8.755428923	8.479925163	8.904453564	10.15864633	10.07734125	11.48262002	13.44169052	10.68019961	11.90679019	10.74859532	12.57746591	8.506020487	10.04912932	11.03709873	9.478615046	11.78413431	8.972556097	12.6187231
"Stk19"	23.42360796	27.0205292	26.47309334	28.08749875	25.46721811	26.94009311	28.79817391	28.85458556	31.38684986	29.03658668	27.8774969	27.76603253	27.27162387	24.59382224	28.34362887	26.09933606	23.98468166	30.04220608
"Gtf3c5"	30.78196358	32.84156523	31.78809833	29.47625965	28.32498821	30.8980485	30.0949499	26.38680299	25.4557893	31.37523157	29.6539358	28.93458137	31.67783753	29.3855922	31.71490575	33.47202646	29.53975992	29.69163656
"Srp19"	33.93110422	32.52630974	31.71529005	29.09479471	37.0179753	35.78472611	35.50736514	31.77171651	33.79091467	32.63168	37.62987436	33.32963714	33.96215693	33.88689603	30.80397756	36.01574623	27.37690914	35.79783388
"Slx4"	16.30409625	13.24137021	17.0724233	15.4407616	13.39544946	16.76964254	12.94515811	15.29540721	17.4742941	20.93210631	21.32486119	21.4720849	16.84037585	18.59474488	20.14480708	16.11062689	15.79330844	16.13331598
"Mccc2"	23.63900373	26.5057611	26.35155951	23.25222429	24.46415973	22.25943716	26.30915508	23.04939201	21.1247502	23.31307961	20.97931946	22.80774612	27.17782212	25.1471203	22.96044585	25.4540675	25.20932391	25.42133207
"Gatsl3"	13.38725586	15.50698931	13.63755232	14.67719699	12.55214566	11.73088586	15.43276433	17.9006589	14.7966312	13.08653473	13.8900182	15.3817668	12.7170485	11.02297459	13.13028555	13.64643602	11.87555793	13.37621425
"Cep63"	38.90102071	38.68626141	36.1593959	34.55145716	39.17438383	38.22709004	38.37990759	39.01155471	34.0229457	33.95655936	36.2369488	34.45981202	34.08854245	36.6085575	36.22882174	37.19843736	38.86739914	37.32052754
"Bank1"	9.292009769	4.444910626	5.519428258	7.394453595	6.095166076	5.23178012	6.819374809	12.68712757	5.614654607	1.516768176	3.49149036	1.4544967	7.724327064	3.40821777	3.534644783	3.645074521	6.667672062	4.775100876
"Glt8d2"	10.56148153	9.528645265	8.078359533	6.150408183	9.118813758	10.6884293	12.26286747	8.392883104	11.2441989	13.14579451	14.46338965	11.87054987	13.07941946	13.12133137	10.0253592	8.818067883	12.52969996	8.893551234
"Tbc1d12"	14.64145906	16.21039913	18.17406869	13.36079383	14.89001758	17.38510785	14.02015432	15.71508165	17.77456956	20.63510193	19.4604547	17.0516528	19.42683561	18.45350342	18.18579656	16.4781468	17.24125853	16.75734158
"Mapk8ip1"	23.91165659	21.76413943	22.30397879	24.37884705	22.4307678	25.52198824	21.64824836	23.98684659	26.9974928	23.73071996	20.21039417	22.78732128	21.62475866	23.3895853	20.32549478	21.19264401	19.88860051	21.88063926
"Tcerg1"	41.52448661	41.97757992	42.14423714	45.47811112	45.83898871	42.60748731	44.97962154	45.26609664	45.0704766	40.24726719	38.82724607	41.74653102	41.94221718	42.70834617	39.34685497	42.56663801	43.83303941	41.13526962
"Lck"	9.515585121	6.298715244	7.98090844	9.552491554	9.101001401	6.531601267	9.146649796	16.98682236	8.158310285	6.878367311	7.56268077	9.686329086	11.48084021	5.926000266	7.419430514	7.440771956	7.693467764	6.080097389
"Uckl1os"	11.00808693	13.66213718	12.56727049	15.29414196	19.03862697	14.38902011	15.75483941	14.78489416	14.96227902	13.65655738	9.331525351	13.93469732	13.74541187	14.68542698	12.64252235	16.75830542	12.97000304	15.1094869
"Sccpdh"	24.55239084	29.63337697	23.11327091	23.11385597	26.10512316	23.39678066	23.85757041	22.08953056	20.47394659	20.33315925	24.0708421	23.97505709	22.498596	26.10940449	22.00270737	25.00581371	21.04774965	21.91445053
"Fbxo8"	30.83703946	31.42962987	31.6155987	30.30773898	32.70237506	26.82115947	35.85204198	29.00961681	29.31532149	29.94735306	27.11806452	30.29809466	29.39944246	31.22664389	31.06096604	35.21322735	29.94534376	32.5715266
"Dtx2"	22.79159861	20.09066351	19.63135457	18.3750585	19.16776656	18.74602059	19.17618085	18.2040599	16.84396382	21.9945495	22.05518199	22.93153308	19.77291469	25.51557628	19.68466195	22.20181754	20.39755299	19.83891289
"Galnt10"	19.05843553	17.93695052	22.99061694	21.73905885	17.33921674	15.95530459	16.49222183	19.77254011	19.0153772	20.14127043	19.52374073	16.74218542	19.92052902	18.94477805	20.24030006	17.74337928	21.18662661	17.76574798
"Med30"	21.07606676	20.88295875	17.50199219	18.62894532	21.68097887	17.71006314	20.02374685	22.01322612	19.32557912	15.55569223	15.47343471	19.09413753	17.30395396	17.65518214	15.89209249	20.57509007	18.66159104	19.54528868
"Smad2"	35.69135114	30.7901664	33.46380907	29.60955023	30.97847284	33.70176272	30.90155021	31.39988375	34.64955357	35.8027837	37.43368766	33.63910453	31.52232411	36.26220888	33.49276046	31.60068738	32.78600878	33.84093229
"St3gal3"	19.3310884	22.09346312	22.25021267	19.83490771	16.83824418	18.684929	19.24751765	19.71198103	18.20575021	17.55359338	18.47129403	20.02315861	23.37588918	22.01524451	21.74197407	21.29808005	21.34444133	18.65551833
"Gnpda2"	26.60437633	23.15944873	25.1558234	22.6904997	32.2904643	29.13484112	24.93115402	24.95336953	26.97515826	26.42492353	24.13729243	26.22240923	21.53145061	26.01237775	22.49936452	26.05053424	25.63857996	25.67402685
"Ctps2"	39.39561301	34.30913391	40.01767508	35.75741955	35.63863087	36.1714229	35.04120384	32.31553707	35.17317439	31.52973028	34.86111048	32.15489896	31.71140869	36.39423894	32.3089283	33.54914539	34.43832893	35.8482542
"Pycr2"	33.1502264	33.28535288	32.59347001	34.58319301	34.206406	31.03712937	33.50004632	34.03178143	32.78648088	33.15937423	30.56019177	29.50462029	35.28969851	34.62503617	33.03121103	36.27602263	30.57975895	36.40999588
"Chchd6"	17.2589266	18.70430669	16.27713277	18.6391008	19.17388956	18.55494688	18.82302834	17.12065793	16.61007158	15.06186073	17.0555855	15.13295503	14.68737889	16.85686086	14.48778387	18.16512344	14.87403768	16.63870554
"Npw"	9.733707416	12.82380056	13.69355869	9.679434963	10.88168051	9.913735894	12.96069682	9.538055335	15.10683311	10.73378037	13.25842361	15.13295503	9.701569164	14.59331299	10.69615061	14.30917684	10.84976223	15.92688926
"Insig2"	52.81286069	51.7632895	54.80223796	48.39717482	51.29402319	50.66052923	51.31376481	50.89990799	50.90413375	54.99307576	50.73388005	51.58821274	52.48898946	50.69278715	45.94523305	51.31782932	51.40814613	52.04859955
"Pla2g12a"	18.73125209	21.93807349	18.28608144	22.12369738	19.89918649	19.07487534	19.38807235	21.64987163	20.31884564	23.10425943	20.4730312	22.99342655	21.93232966	22.13806317	20.19395788	21.41857838	16.29752648	19.56249091
"Sfmbt2"	14.15068389	9.623925323	6.30071719	7.077095071	11.38487961	10.62538797	12.18376131	10.50700064	7.599946843	9.418072164	6.486818233	5.415679201	7.776164872	6.969958862	7.185379078	5.45254949	6.93122265	8.215546227
"Zfp474"	9.242932253	9.559978975	11.28528457	12.00376879	14.38904503	14.33117806	14.09078482	10.14364615	11.69461208	11.67347117	9.144831558	10.98609209	11.32779525	14.15485038	11.39924113	12.86319686	14.0060567	11.24076542
"Yod1"	20.26737835	21.33058319	23.50755579	25.77903285	25.18277703	28.74489477	24.17611397	24.48282547	25.40305497	24.97940818	22.10074794	22.4530965	22.1535043	24.13939321	20.98645604	26.37708472	24.1148788	22.68083939
"Hdhd2"	34.54184664	35.0464353	37.88663251	34.76218322	33.0107515	31.61814942	29.83997379	32.61106538	32.72630171	30.49338961	31.92780291	34.86026282	32.95156653	30.70650687	31.63251965	33.34128577	35.46885908	34.31429012
"Lysmd3"	24.96300606	16.59407722	17.83803044	18.56737777	20.67124086	24.72909734	17.64914943	18.5995107	22.86188091	23.67075471	22.11846802	18.97035057	21.9742936	22.81356579	21.65350263	21.71982421	23.63275482	23.14470633
"Sf3b6"	33.69716806	34.65892043	30.54923732	31.32392097	31.89024289	29.79709999	37.60297208	33.88159491	31.88937695	31.51420986	33.76183211	35.6896354	32.54871271	31.23217073	29.79521588	34.20947625	30.73836274	36.92962177
"Ephb6"	21.13059733	14.2920087	12.51742482	12.97996361	12.77480013	13.81059969	12.53691381	12.68773316	10.5778852	12.73379795	10.28398013	10.49094428	11.6758491	12.81735519	11.91321808	14.189281	15.42560013	14.20666658
"Ogfod2"	22.54784694	22.38953471	19.35020257	21.42170033	18.45248908	20.37469649	21.61999616	22.37658061	23.11004244	24.50039163	24.14045673	24.60265694	21.45690291	21.88567083	21.83699896	23.99302523	16.13655546	25.71376992
"Trappc9"	39.0711561	37.76031829	38.39237007	39.76502298	37.0441372	38.24788718	40.15343945	42.42163658	39.67482454	40.3883619	38.57600053	39.63410667	36.90605073	37.61260003	41.48327647	43.04802885	41.07128175	44.81476661
"Ttll12"	23.96618717	20.36051709	20.97438744	19.77143601	17.72886206	18.2299916	15.99780833	19.40918562	18.02273108	17.31091047	19.20034911	16.30893108	16.5140445	20.41860195	20.90079321	17.86387761	17.63579534	19.18938054
"Casp7"	26.52912414	28.3512527	30.77550307	32.46577694	31.58576291	26.87315232	30.0532779	27.8232644	30.43266877	28.7452261	27.10540731	26.94903864	26.24128572	25.27607989	27.31380255	25.21367333	27.4408241	29.86662473
"Galnt3"	17.96782405	19.7913946	18.00604957	20.9773984	20.01107036	21.54388561	20.09437735	14.5644591	19.20149835	16.61390258	18.95416645	20.88842941	19.03188088	19.00618738	18.23167064	23.58815084	17.87251742	18.12165612
"Mrpl49"	24.60092305	26.00122442	27.73099653	24.24492175	26.20698758	26.20049488	25.89737926	24.1509617	24.29005051	31.95230895	26.72505826	27.38353085	25.93272734	33.31087652	25.97690075	27.11152205	25.85794242	27.92573901
"Shkbp1"	23.64009434	28.67929746	27.83628851	30.57685901	23.61974266	26.77631564	29.52496176	30.20747544	26.35785646	28.36709226	29.86467829	26.70703515	27.77963438	29.47524982	25.86174745	29.76007537	26.79062744	30.27176683
"Esf1"	29.90347604	23.8200145	19.51822169	20.91392669	26.24539548	26.34412511	26.6651328	21.91451482	24.3520909	26.56601824	27.1262917	24.17002154	24.363276	25.76182769	24.32028469	27.14044164	27.57891198	25.87214904
"Lrrc56"	13.60537815	15.25120392	15.59721538	16.21702054	17.61753482	16.73324755	20.44752985	18.68247664	16.71988305	14.7796713	13.13248441	17.73248104	16.31804822	16.18135824	13.87925014	18.46757425	15.81382435	17.17434729
"Eif2d"	41.83258436	42.29859059	39.64523268	37.89133826	39.57627514	37.64606999	41.41278127	43.50988328	44.20749488	38.31638603	38.82408177	41.38445419	39.46091411	40.7278953	42.22756004	42.64978186	38.66224	45.85817064
"Zbtb34"	17.47923011	23.62881492	25.48850127	24.33695572	21.90808643	23.33243951	20.13816826	24.3750303	22.36741906	25.71380617	21.10842296	18.96292336	20.49370707	20.02128359	21.4040038	18.34526844	23.31712538	22.73363243
"Fam57b"	5.425792089	6.408702962	7.028800065	7.33098189	5.538529905	5.946681751	6.674582284	8.387432786	8.778714109	15.84705281	10.01564735	11.42182217	9.798333072	10.96156526	8.962765681	6.528599588	6.92254284	6.152465377
"Polrmt"	18.02344524	16.65866303	20.30231094	18.88283214	17.06089865	20.89462495	20.44752985	18.44024031	18.95333682	25.50286957	23.70631456	24.35508304	22.1915187	19.2518247	20.71355207	19.85210008	16.77491602	19.01142647
"Lca5"	13.00554184	18.51246765	20.41488376	19.32713407	19.30469906	19.72478592	19.24681135	15.89675889	20.56886838	16.61390258	14.58743027	17.11354628	16.30817435	18.77221784	19.50912338	18.69230364	21.34444133	19.00430831
"Grrp1"	15.81223047	15.18725757	14.70223351	17.73843731	13.55409077	11.86086797	14.30338263	14.5644591	12.99746011	16.96663937	15.41521156	16.43766951	13.79873076	12.50109714	14.019681	18.46636927	12.66463155	19.01142647
"4632415L05Rik"	22.77360352	21.69060113	23.17263766	27.20016432	21.90418998	20.22066769	20.87343177	22.1664406	21.52180865	27.47325725	26.47317986	26.84567653	26.62439181	24.42801706	26.52177249	24.27981126	25.21879279	23.52790076
"Usp20"	25.16585979	26.37083431	26.79905045	33.28583137	28.02663123	32.33695051	31.60714891	30.52238266	28.63163647	27.19600614	25.91056704	29.74105337	26.88209977	29.1387267	27.92233629	29.86129396	29.08051907	28.97685438
"Smpd2"	32.81813521	34.33407298	31.98468071	31.429284	35.04748325	31.52781185	33.83977903	37.38251541	32.47007493	34.41582266	30.74435412	35.66982949	34.56446289	32.87057163	31.12556424	33.2382597	30.39038128	34.6239302
"Clec12b"	5.371261516	7.257910459	6.076691689	2.634075744	5.42720267	5.686717521	7.098365286	6.51010126	3.753443135	8.009946918	4.651523319	6.653548733	5.554050842	6.540093558	7.559861375	8.705401943	5.874653077	8.814065083
"Capsl"	12.6783584	17.5468778	15.54232913	15.77271861	17.95151652	14.33052815	14.72645932	13.47439563	13.99010623	10.97011402	14.46085821	17.23733323	15.97098175	17.40954482	12.38132095	15.93831428	12.42790946	16.10484333
"Khk"	18.78578266	14.93594842	16.71734288	17.74034146	19.06478887	18.61993794	19.38807235	24.61726663	16.9060042	16.47210239	17.14924883	17.91568573	18.43944879	21.40115122	15.51761019	19.79185091	16.29437019	20.49437705
"Dnttip1"	26.25156351	28.48362164	29.35742166	30.17825671	31.54457183	28.81768476	29.20783081	28.17087353	27.97338802	27.53886629	23.9050327	29.5813682	26.97836998	27.54269823	25.94132493	27.80017001	27.1835861	28.43883991
"Mettl3"	21.4414216	23.77141528	24.57727755	22.31855552	22.46249606	20.37144694	18.88800841	23.12993558	21.0751179	25.84855162	23.86199819	23.80856364	25.67896893	27.23749387	26.51334664	23.04410087	23.8339686	22.87836841
"Gca"	18.66308887	17.5801299	18.78621837	15.56897444	17.03251021	16.26206238	15.26325113	16.79545566	15.75701632	20.81499769	20.94641072	20.91256787	19.05064123	18.1261917	16.48190211	18.57180531	18.15895114	19.22200545
"Dnaaf5"	19.03117024	22.49184886	23.75398384	26.2423763	21.96041023	20.84198219	22.69287346	21.34465386	21.41882162	21.9571594	23.22850502	25.30824258	24.39882192	26.40478336	23.2459886	25.91979355	24.61357333	22.77159597
"Hoxb4"	10.301916	18.25540333	19.78873249	17.5334237	16.35953707	18.08961091	17.12648373	15.89494212	16.32282461	20.90106547	18.44661247	19.87956575	20.02025509	18.32208746	18.00089592	18.46456179	19.44987558	21.08221866
"Commd1"	25.30763928	24.69799786	26.8847402	22.58767554	25.40487486	20.7191491	29.57934724	22.82168986	22.6497028	25.81539436	23.04687411	23.03613305	22.56870046	22.79575709	23.86201198	28.11888809	25.45946025	28.73483685
"Sdr39u1"	31.22311592	35.58614247	30.87687461	31.54416779	31.03246655	31.29319413	33.30581244	34.82026068	33.40874592	30.51173192	29.02740409	34.00984645	34.02781816	32.39894798	27.875526	33.16716568	28.36877467	31.41660468
"Tmem132a"	25.95110005	24.51766916	26.92394466	31.35311796	22.7202186	27.19225841	23.37516409	23.67981204	26.21702479	25.63620407	27.43702612	27.05425755	24.63628845	26.96606463	25.3323231	25.73964854	26.22486165	31.60108373
"Mnat1"	21.18567321	20.30360484	22.93237031	20.8993282	22.80315739	20.17972332	24.60272219	20.49924908	21.99269515	18.87141801	17.37264852	22.99342655	21.64845595	20.7901284	17.99808731	22.5657225	20.63427508	21.22102284
"Mlycd"	24.40243176	27.91258075	28.87072626	32.02147501	27.30411748	27.78432694	29.41619079	28.43369994	25.65369812	29.66445816	24.46005119	27.07839601	27.63251375	30.24900737	25.49007377	25.69506416	25.1319947	28.68026427
"Trappc12"	35.47213823	32.64588941	38.84882203	35.25980138	33.70432017	33.37290797	34.71347831	33.15609712	31.58661989	34.8151207	32.94037942	32.52192727	34.18777482	32.88469578	33.21330304	33.94980235	36.6524695	31.17162125
"Dhx33"	27.23747629	24.57586033	24.70329189	25.32838375	23.57799494	29.58197959	21.99857564	23.06755973	27.62782309	25.13249594	27.89521698	25.73902117	25.0297621	24.47100359	27.37559213	22.50487084	26.80561984	24.36665761
"Krtcap3"	19.71280241	22.15740946	19.07017069	20.0951417	23.68486909	21.66736862	23.26851204	20.74511896	22.36245583	21.834407	21.1014615	23.55170571	17.74334109	23.30545452	17.29686921	21.42098835	16.78833027	24.23141252
"Amz2"	37.65445179	44.00403968	40.66342858	37.86087184	42.80587821	36.96301398	38.2259331	41.68402697	40.69290721	42.62471312	40.69734831	36.82599963	38.94796666	41.1767975	37.35601346	42.55458818	40.35874828	44.16286153
"Ccdc81"	12.07852209	12.11783288	10.12427241	12.8530202	10.77090991	12.18582326	11.97186981	7.600164727	10.08156214	8.148219738	8.258827117	7.272483499	10.78670727	14.21625971	10.60253004	11.05572189	11.16539168	10.82553925
"Rnf149"	34.94700881	31.4168406	33.56518061	31.80757536	34.96343119	31.74423207	36.11902527	32.32704329	32.00104964	28.5716796	28.62743637	28.96800385	29.70849453	33.34096709	31.91057275	31.68503621	32.63371757	31.46346592
"Aen"	29.90402135	31.20389927	28.30506187	33.02750153	26.11235943	29.42730087	28.41747551	32.22833199	28.76378249	28.15756661	32.84924753	30.42807096	31.62945558	32.70538054	29.18434163	27.39770558	27.90479938	25.81757646
"2210418O10Rik"	20.98663662	18.95113959	16.62885281	18.94566913	16.52597129	19.72803547	22.57774574	17.61784799	22.15648176	23.11131417	18.47445833	24.108747	21.70276222	21.00076239	21.24344452	20.93477758	18.9259307	19.05947407
"Uchl5"	17.43451504	19.11292385	17.63024679	12.7673334	16.0968048	18.85455566	19.92627676	15.72355992	15.17755915	20.27601589	21.39067866	19.38008539	20.60528178	19.90706224	17.05439192	19.19598666	16.26044002	20.07559181
"Lrrc17"	8.127236713	10.03446087	8.051476473	7.560749461	13.56077041	12.06753954	9.952543805	10.77285501	13.40382462	8.26321193	7.469650303	10.97061873	7.772709018	9.890586558	6.907325972	8.157134536	8.04381645	8.575013449
"Cyb561a3"	25.7656961	19.33737553	25.84022131	26.69366012	20.62225687	19.53046266	22.43295322	24.73354006	23.97860779	21.37655466	23.65378715	19.77744151	21.94615307	24.48942639	25.20733963	20.26781932	25.84610632	21.68548296
"Ociad2"	22.80795778	18.71709596	20.64899041	18.54198909	20.54933754	16.78329066	19.59855124	17.52943173	16.88739209	18.50104438	24.45498831	20.05348641	16.38963376	21.41343309	19.50491045	16.02266311	18.28757014	18.25630803
"Slurp1"	11.71371255	7.130017764	5.970279577	5.109472226	3.256321602	5.374760446	4.91941435	5.057288895	6.547741958	4.13760249	3.44972158	4.001413261	3.431169187	9.057876055	2.365791913	6.839485283	4.933288252	4.063284596
"Crnkl1"	31.92928685	33.09223491	36.65729258	29.60955023	32.70237506	32.46238325	30.04692116	28.06913427	33.52476143	34.60347863	36.54768322	34.31993277	34.43511522	34.17429169	36.39499826	35.15538815	35.07432227	35.3832009
"Armc8"	38.86557584	36.83181732	37.67716867	38.58381456	37.06027965	39.91165825	37.07536225	37.46729813	33.82937971	37.56576215	38.99875122	38.53983	36.97615519	35.2815019	38.36149842	39.52827259	35.94309232	36.92962177
"Daxx"	28.92792407	26.96233803	30.83150945	28.78251392	30.92113932	26.28888271	33.30157461	35.51366216	29.00387877	29.62777353	30.47222419	31.96983746	30.97926136	26.43671621	29.13987186	30.1547074	27.02577138	27.78278257
"Dnm3"	17.6962618	19.27854489	17.89459688	12.26463749	15.7244152	16.21526882	12.67817481	20.58100384	18.38380611	10.82901931	16.35374341	13.89570443	13.05819065	14.830353	16.12988875	14.730921	14.29959208	15.48852906
"Ppm1h"	29.82004426	29.87125738	35.48339896	34.06272503	31.7611033	30.03236762	35.70513054	34.37333465	33.22572679	29.88244949	31.04179847	31.98716764	31.34015124	32.08698859	34.3306646	37.08396394	33.97435365	29.84111798
"Gabra3"	16.98627373	11.03074497	12.34996576	11.44966081	13.22233561	13.29067124	11.83060881	8.447991868	8.902794873	8.281554242	9.840977905	7.953311741	10.88593965	9.490811825	11.25787406	10.93522356	10.2974107	10.76622123
"Cdk7"	36.63909251	33.09479277	39.27951106	39.44829917	40.08559724	40.2710588	40.7813446	40.75686743	39.67544494	38.6775885	35.45726489	37.74078522	37.20374785	37.42960023	39.02948122	35.95911202	40.17094876	37.63728579
"Xpo4"	13.54103208	9.263907385	9.605093316	14.50963169	10.16028003	12.82208571	9.520285143	15.5334044	14.73459082	11.60504023	14.14252947	11.17177252	12.46575856	11.82129587	16.16406026	12.81439504	17.47798061	11.11975665
"Casp9"	32.03344025	30.73005683	31.43973868	31.49339043	28.41627655	25.41410308	25.45735124	32.84603462	28.11297888	32.69446714	30.60069483	30.3593692	29.54705678	29.20443468	31.38629754	27.18984596	33.03377789	29.98585396
"Agtr1a"	9.012267926	13.33153456	15.51600613	13.99170258	14.2393099	13.34916319	14.72222149	14.01761059	15.40648816	15.85692944	13.62484973	15.1929917	15.30400196	16.11626435	15.22832262	15.62200616	17.47403524	13.82999713
"Map1a"	13.30491469	14.339329	14.04751898	12.53058394	12.06620229	15.51466522	10.42929968	11.89683156	17.52888964	16.05234562	14.15771812	13.12946319	16.35161937	15.08950037	19.15991863	14.21458565	18.285992	12.44314175
"Gmnc"	4.008542477	9.879710713	8.036914815	8.28305746	10.88223715	7.7014403	5.403233277	5.904510445	5.614654607	3.915378316	3.638946814	4.179666474	7.035131066	5.803181608	8.449256831	6.356286975	7.772375126	7.681684018
"Alg11"	18.77869369	19.18518322	25.52938592	21.39186863	25.15717176	23.27719711	20.90309658	19.58904609	22.22038336	23.38856528	23.79048498	22.17581373	19.532486	23.74084666	23.07840777	22.37714261	22.83579047	21.83852346
"Rpia"	30.26446844	27.86462099	25.00180587	28.80092071	24.62335767	26.12900471	24.58294565	22.71207792	20.1829772	23.78151406	24.32904911	24.87808291	26.51972881	24.05894699	24.78183412	27.95561286	23.66195055	24.80264508
"Mtus2"	15.18676479	12.56545731	13.35752044	10.43919127	9.824628424	14.00557287	16.29163121	11.41599245	12.43909667	12.23996645	13.9938073	15.81130753	16.35556892	15.01458099	14.81545588	12.01970854	13.43161111	10.89494134
"Calml4"	11.42142867	13.97227696	14.19761607	16.73241079	16.67125333	14.13555498	15.50198222	12.86880482	13.74690793	13.08653473	14.39757218	13.70940506	11.82346343	16.36558623	12.28770038	14.97191766	11.27586198	13.49366394
"Nipsnap3b"	28.10996547	26.37595002	23.94272532	27.51498398	27.58132229	26.22844103	24.96364405	22.61881694	23.17208282	22.68097529	23.57404675	24.23129608	23.08016683	23.42765908	22.6912867	24.25028917	24.10619899	25.83299915
"Pole3"	31.92710563	30.27859562	31.05553495	30.81551262	34.68399983	29.6684177	33.51417242	32.06603365	30.67896909	34.24791995	29.45964768	30.11117636	31.07800004	29.99845731	27.78190543	29.55221575	25.60543887	35.20524683
"Hspb6"	13.9990889	15.64639235	10.88595911	14.67338869	13.38209019	12.19037263	16.20969983	14.030328	13.72023057	10.50238504	11.6750071	11.88911792	16.56933816	13.11089178	11.9820292	12.82644487	10.64381402	9.466563339
"Tmem104"	19.60101474	18.12878956	21.92649582	22.05641737	19.29078315	18.35997371	17.33978784	19.89426386	23.6063655	24.23301714	26.10548801	23.11721351	23.52399721	23.12061244	23.70941044	19.97259841	23.55384746	22.1552817
"Tpgs1"	22.54839225	21.64583868	20.19029819	23.00849294	19.84407951	19.85476803	22.56644486	24.72990652	23.97860779	20.28236515	20.72617533	21.56987659	22.5435221	22.02875456	19.40614074	23.76829584	21.18662661	24.29073054
"Klhl17"	28.60237655	36.28123927	31.05665507	33.16333098	31.97485159	32.78798845	30.4064304	34.42480987	36.5039406	31.48881281	31.46581488	33.15943008	30.38584188	30.55052718	35.28419015	33.144271	33.41726767	35.80435887
"Mavs"	36.39915799	39.74265507	38.3363637	37.28454876	36.93280997	37.79229987	37.46948044	40.36262781	35.82832083	42.95910759	42.55985621	39.64091495	41.39668597	41.32602217	41.31616375	38.2280956	40.67595587	42.44679111
"Zfp639"	25.4903167	30.40648831	28.3308248	27.52260058	27.80675994	31.1008206	29.83291074	28.55360692	27.08062691	33.09447066	29.66849159	30.91393475	29.76675035	27.66244642	26.51896388	28.71294487	28.47293239	29.82806802
"Slc39a14"	20.40206887	24.28042821	22.48823976	22.50071931	17.09819327	18.81491111	18.34132833	19.51819196	18.89377805	23.41748969	23.96768587	18.44363709	19.6899742	20.95347721	20.95743366	23.46705002	21.22844751	20.90011233
"Thoc5"	26.5634784	26.24997571	27.5831397	24.15098363	24.79814143	24.22996602	26.09796988	23.406085	21.00066944	21.48590306	26.16877404	22.49827874	25.74512385	26.37530688	25.90949394	24.85820325	23.55305839	27.07927082
"Prps1l3"	18.9891817	15.78387699	18.76045544	17.14434215	18.2203718	18.77136711	14.83311138	17.96848507	15.56717275	21.27849383	18.5004056	20.74793122	20.57714125	22.55380433	19.37665026	16.09797457	18.46116634	16.52184903
"Arhgap26"	25.08897168	24.72677371	26.1678586	23.88757605	23.06978612	27.36058525	23.00576658	26.65871326	25.46261374	21.17761111	26.32762198	20.97446135	25.5688753	22.21728121	27.91859146	25.65409473	24.49047784	23.99414043
"Alg2"	25.30218623	28.81294533	31.50190576	29.76569062	26.4134996	28.30360549	25.39802162	28.97267577	25.15737506	23.45699621	30.15579403	29.55413507	30.19576992	26.12966957	30.19263521	28.88947492	25.04756382	28.50349656
"Inpp1"	21.22438992	20.95585759	23.87383748	20.85172442	23.28075123	19.81252384	21.83612549	21.915726	22.34880695	14.98143674	17.61313544	19.65613029	21.47615695	15.76316071	20.55861001	21.92587636	21.13375868	20.01686696
