""	"LU1"	"LU2"	"LU3"	"LU7"	"LU8"	"LU9"	"LU13"	"LU14"	"LU15"	"LU19"	"LU20"	"LU21"	"LU25"	"LU26"	"LU27"	"LU31"	"LU32"	"LU33"
"Gm16638"	4.106152204	4.490312533	5.210273068	5.416675277	4.535471524	3.804576499	4.492099823	4.965844682	4.806268424	2.096667451	1.989712832	2.975838354	3.757500529	2.684815872	4.768563952	5.107924263	5.458811281	5.541489737
"Gm14565"	5.37835049	4.231969288	3.24668956	4.470946877	5.180612846	6.224193566	4.428532372	5.58112495	5.494916668	4.05858945	4.638233252	3.893718612	3.243565692	4.520340721	3.978406305	4.384934275	4.996414142	3.796353491
"Penk"	3.84440545	3.229290557	3.948449439	2.507132335	5.093220968	3.087075226	4.05419072	2.02872923	2.753972574	2.010599676	3.195944593	3.057537743	5.949005568	2.548487161	2.738401798	3.283579527	3.353562871	3.41078634
"Kcnn4"	4.007997171	4.827949248	4.172474939	5.934604387	5.482866287	5.816699636	4.979450275	6.994573912	6.359139195	4.338662458	5.031239508	6.467868303	4.86288007	4.390767037	4.423572136	4.127067846	5.01140654	3.173514247
"Cmtr2"	7.181676564	8.792622803	6.41272994	8.219585756	6.317820544	8.156377702	6.815843284	7.358533992	5.614654607	6.031799027	7.752538864	6.653548733	6.68954568	7.706870813	8.496067118	6.898529466	7.06220887	8.80872646
"Ddx28"	8.47950422	10.45266999	7.951785125	10.09200104	9.409934476	7.501267844	7.94593129	10.14364615	9.399117932	8.890377934	9.934641232	7.953311741	9.552967448	10.25720025	7.823403292	10.30140234	8.363391265	8.630772391
"Fzd3"	5.262200368	4.444271162	3.108353813	4.728641998	3.868621391	4.126932144	4.618528418	4.329974327	4.187725811	5.396872813	5.410955697	4.734850959	4.467925344	4.820632341	5.687449889	3.946320349	6.746579424	4.775100876
"Wdr62"	6.285193932	6.000725264	5.852666189	5.934604387	6.085703261	5.491744349	6.606070698	6.631219423	6.48321996	8.391608119	6.645666173	7.891418265	6.423938627	6.355865571	7.116567956	6.717781969	6.509857339	5.961461342
"Gna15"	3.626283155	4.380324815	6.525862817	7.013623367	4.258266711	5.427403202	5.537431228	4.148297082	5.118331547	6.031799027	5.917243949	5.601359631	4.418556003	5.883013736	4.430593679	4.970556165	5.484061637	3.76669448
"Ntrk3"	3.497045695	5.273015828	3.760828082	3.798146808	5.547436083	5.097248631	3.560483523	3.947240932	3.873801477	2.644114942	3.876902292	4.240941016	6.595743933	3.69561343	3.502813788	4.40120155	4.268099193	4.55621737
"Adgrg2"	3.517222008	3.357183252	2.996341063	5.172943931	5.148884585	5.751708579	4.273851577	4.087738001	5.986896901	5.185230742	5.664099823	4.181523278	6.343960295	4.2476833	5.441227779	5.144676254	4.300451212	4.240645486
"1810064F22Rik"	5.199490208	4.614368447	4.224560868	5.251014128	6.56997673	5.244128421	6.149797666	4.771450031	6.733863105	6.093880701	5.381844123	6.15840092	5.62761116	5.386212263	5.112619563	6.828640433	4.556111063	5.454292243
"Zfpm2"	4.935562231	6.874232373	5.068576939	4.538226884	7.264102036	6.72657444	5.685755279	5.844556955	6.855462254	3.915378316	5.917243949	4.920531389	5.949005568	4.14512972	4.657623572	4.48856284	5.484061637	3.58874041
"D830044I16Rik"	2.808324549	4.380324815	3.949009503	4.031722681	5.601986428	4.906174922	3.91999277	3.811588589	3.95383357	3.355232301	3.449088719	3.249407521	4.239838989	4.770890784	3.184035732	4.307815343	3.198904443	4.408515492
"Hint3"	10.11542143	10.19944245	9.145280977	8.536944279	9.434983104	9.066252506	9.721582069	9.719732579	8.220350667	8.783145951	8.132255054	10.67662471	9.454228766	9.549150688	8.948254492	9.851943565	9.346576991	8.571454367
"9-Mar"	6.516403565	8.217105674	8.404316635	6.506484446	8.488701613	9.716163079	8.864127795	7.781841972	8.468512197	8.783145951	9.587833779	8.945464171	8.960535358	8.136122024	7.934343672	7.401609999	6.746579424	9.286829728
"Xylt1"	6.496227252	6.362661592	5.160427394	6.340823297	5.151667766	5.621726464	4.682802174	7.721888481	5.419227402	3.600737103	3.955376972	3.188132979	5.01493764	4.766592131	5.651405968	5.453754474	6.352042615	4.9904253
"Cdc20"	6.898117581	6.715005968	6.020685314	6.632793139	5.482866287	5.296771177	6.180168781	5.29891963	5.614654607	5.326325456	5.53816062	6.422067131	5.367928427	5.434725633	5.183771199	4.609061171	5.326246913	5.795964057
"9030622O22Rik"	3.728255328	2.33404169	4.334893426	3.962538523	3.974382263	5.751708579	2.578013263	4.507412435	4.435887341	3.56264153	3.875636572	3.558874904	4.072970617	3.592445757	4.886993979	4.609061171	5.646610802	5.425819592
"Msr1"	4.607833483	1.886417256	2.492283688	2.697547449	2.477030962	2.502155709	2.01438187	2.937115452	2.760797016	1.65786289	2.184633809	1.702070606	4.072970617	5.496134962	2.22348864	2.379842043	2.643396616	2.283743897
"Yars2"	7.934198482	8.025266631	8.482165496	8.025362339	8.767019698	8.286359817	6.462690783	7.479046564	7.041583402	8.57150388	8.701829337	8.696033461	9.404859425	8.443782763	8.166054594	10.45323024	7.141116232	9.1646346
"Gm44002"	0.3326365	0.843452326	2.089037788	1.899708121	1.80127465	2.54764945	2.306085837	2.182549297	2.251445477	1.360153044	0.946759032	1.648223282	1.702748565	0.93464999	0.974590179	0.030124583	0.797753427	0.959172437
"Saal1"	10.27901315	11.7341548	12.34940569	11.45664269	11.70661532	10.56169674	9.426346577	11.83930043	10.01828095	11.74613495	9.777691874	10.74285073	9.898552833	9.243332229	10.45929056	11.09488385	10.7819019	11.30067662
"Zfp605"	4.548395157	3.772834512	5.207472749	5.086622413	5.309195802	5.099848273	3.93411887	6.143718817	4.882578094	5.749609598	5.107815606	6.786000773	5.378295988	6.119439653	7.170867889	4.577731605	5.996170414	4.053200532
"Zfp37"	11.48468414	7.816801538	10.0951491	7.596928333	9.537960795	8.441688444	10.46814646	7.619543633	9.154678826	8.714009541	8.624620379	9.743890019	8.24665469	8.853997082	10.1400444	9.440441764	8.228459676	9.297506972
"Gata4"	6.243750696	3.67691499	2.772315563	1.935886993	2.811012665	2.047218308	2.648643763	1.847051985	2.016312428	1.305126105	1.677079836	1.021242364	3.283061164	2.732715149	2.22348864	2.56058954	2.248859808	1.868517734
"A230056P14Rik"	5.163500029	3.387238035	7.409643415	3.906048706	5.034217533	4.735248441	4.389685597	5.237149367	3.573526026	5.343256822	6.136213619	4.568976442	4.225028187	4.451562273	6.409264517	5.675471403	6.536685842	4.559183271
"Dph2"	8.206851351	9.176300889	7.08480644	8.019649886	8.209826891	9.066252506	6.745212784	7.539605646	8.03422952	7.936577667	10.15740806	7.581950882	9.256751403	8.505192092	7.419430514	9.308496091	6.905183221	9.579860763
"Igsf9"	5.704443321	7.321856807	5.965239003	6.121845916	7.339804555	7.246502899	6.03890778	6.2569643	7.437401041	6.103757331	5.158444431	6.716680079	5.652789523	7.631951431	6.117168325	7.079276962	7.585364678	6.495916732
"Fdxr"	8.424973646	10.07154976	8.87701044	7.457925299	8.878346932	10.43106471	9.595153473	9.462962074	7.662607629	8.57150388	7.780384718	8.017062022	10.14539954	8.750829409	8.121584821	9.609741919	9.429429721	10.76622123
"Adam11"	4.171588893	1.886417256	1.820207188	4.860028427	3.256321602	4.256914259	2.793436289	3.906060756	3.129937292	2.723127982	3.196577453	2.692366232	4.425467711	2.425668503	2.693932026	2.684702821	1.934019435	2.405939025
"Fsip1"	3.244569139	3.801610368	4.506272934	5.617245864	5.759514465	5.946681751	4.273145271	5.177801467	5.174788295	3.41237566	2.816228404	3.62076838	4.270447981	3.469627099	3.48362157	3.705323687	4.13869112	5.012372969
"Slc17a9"	4.974824244	5.915037158	4.060462189	4.706426902	4.426370834	5.816699636	4.767558774	5.844556955	5.738735371	3.703736244	4.208521098	4.054022716	3.424751172	3.364003053	3.955937367	4.908499524	3.74809968	3.53713373
"Pth1r"	6.134689548	6.298715244	5.236596064	5.934604387	4.926230116	4.186074006	4.343775772	4.87500606	4.001604664	4.05647303	4.841381413	4.549170529	6.04774425	5.066269658	3.53417668	4.548812006	4.316232684	4.12260262
"Zfp273"	7.353447872	4.959039261	5.634241327	4.717217092	5.004715816	4.440189041	4.602989708	5.871202951	5.385725595	7.418054592	4.748983807	6.10764827	5.185261866	5.147944066	5.580722434	6.53281703	5.599266385	6.156024458
"Gm38226"	4.196672957	3.924387356	3.173881272	4.088212498	5.045350257	5.125194786	2.576600653	3.688048063	4.448295418	3.772167181	4.126249257	4.348635665	3.691345613	3.417429169	5.397226109	2.625056147	5.280480644	3.566792741
"Zfp759"	6.73452586	4.089368933	4.871994563	3.360192046	5.050916618	3.950156468	4.98015658	3.179351778	4.56058851	5.749609598	3.855385042	4.959524279	5.431121183	4.727290161	5.547955233	5.666434028	6.11532053	6.732595645
"Slc13a4"	0.738343969	2.846891398	1.919898536	3.72451963	2.867232918	2.183049618	3.284318267	3.482147186	4.805027616	3.70091435	3.512374751	5.604454305	3.823161753	3.162580453	3.066073808	3.404077859	2.953502548	2.828283351
"Hist2h3c2"	3.091338227	4.113668545	4.03525932	1.072671809	1.060391906	1.863943526	1.414022617	1.008914298	1.387843354	1.973209576	1.713785734	1.407457658	3.479551141	2.211964037	2.306810951	1.492974324	2.735718229	4.010491556
"Gpr141"	4.498772335	3.229290557	2.828321938	2.316717221	4.814902882	2.892102054	3.496209768	4.501962118	3.567321988	1.65786289	3.828804908	2.382898849	2.295674348	2.67130582	3.066073808	1.897848718	3.905914403	3.58874041
"Slc5a1"	4.335180614	5.467412725	5.068576939	6.37890632	5.482866287	7.246502899	6.533321283	5.056683304	5.924856518	5.890704313	4.588237287	4.796744436	4.665402707	5.066269658	4.283141274	4.48856284	4.458265935	4.359874713
"Ly9"	6.352811843	4.572163858	4.284487689	5.744189273	5.650413775	5.751708579	4.485036773	7.600770318	4.187725811	4.127020387	3.765518877	3.186276175	5.45531216	4.636404353	4.142710413	3.705323687	5.720783722	4.597146806
"Bcs1l"	9.297462826	9.943657061	11.28528457	9.806378372	9.733340092	8.741297219	9.706043359	7.842401053	8.223452686	7.654388238	7.879743788	9.06739432	9.841284398	9.979015992	9.057790564	9.067499428	7.53565304	9.709174054
"Hoxa4"	6.78687521	7.09996298	5.157627075	6.502676144	7.504568862	4.807388515	6.287527142	6.949154601	6.320674158	6.443795592	4.950866248	5.201527772	5.156133955	5.792742022	6.559057436	5.952617565	5.669493937	5.556319243
"2810417H13Rik"	5.264381591	4.86503813	4.390899801	5.320833003	4.225981813	2.902500623	4.012518725	3.682597745	4.640000199	3.579572896	4.088277638	5.826651886	6.109949619	3.989150024	5.15615313	5.491711448	4.75180132	3.706783276
"Msantd3"	9.188401679	8.792622803	8.038595006	10.37762371	8.767019698	8.611315104	7.239626286	8.750787275	8.716673726	7.090009382	8.954973464	7.520057405	6.837653703	8.68942008	7.419430514	7.925175248	9.587244444	8.334182274
"Ctsw"	3.190038565	3.101397861	4.284487689	4.665170294	3.590303305	3.217057341	3.91999277	6.691778505	3.815483517	1.798957604	2.80800122	2.321005372	3.579277209	2.364259174	1.942626917	3.042582865	3.037933425	2.936242153
"Adprhl1"	4.954647932	2.206148994	1.372156188	2.253245516	1.864731174	1.657271963	1.377294757	1.544256578	1.582029751	0.388010464	1.170791584	0.773668457	4.22107864	1.565937894	1.474524045	1.897848718	2.248859808	0.682157268
"Ccdc58"	8.097790204	8.610375712	6.692761815	6.37890632	8.377374378	7.506467128	9.499802298	7.781841972	6.855462254	7.581724461	8.192376783	7.953311741	6.984774339	7.584052154	7.044948216	8.404758606	6.327581333	7.503729948
"Pm20d1"	7.250385087	8.180656256	6.072211179	6.727365979	7.096554548	5.81020053	5.096696906	6.516157168	5.249236754	5.407454917	6.11912639	6.313753547	6.347416149	5.486923563	4.769968261	7.33292595	5.568492514	7.480595919
"Esr1"	4.00308942	2.08209308	1.876213563	2.88859728	2.495399956	3.347039455	1.309489477	3.138777194	1.911464182	3.492094173	1.42393571	2.816153185	4.606653191	3.405147303	1.806408981	2.078596214	2.012137723	1.85843367
"Col20a1"	4.444241762	6.852490615	6.137178574	6.357960657	4.052867963	6.401619153	5.745791204	5.404898023	5.138804874	6.405700019	4.160423714	5.638495717	6.309401756	4.961259705	5.562466422	7.647426594	6.599022657	7.272982837
"Sema6c"	5.807506106	4.188485772	5.068576939	6.188491206	5.81684799	5.751708579	5.544494278	6.934014831	6.173018048	5.890704313	4.461665224	4.672957482	4.86288007	3.899492403	4.1895207	4.548812006	5.010617467	4.484442562
"Trmt10a"	7.213849603	7.809767439	6.941990183	6.853039954	6.998029946	7.481120616	8.000316775	5.772491648	7.637791476	4.760535653	7.311435224	6.4375405	6.812475339	4.918273174	6.207980282	5.591122571	5.497475888	6.779456883
"Cutc"	5.589383811	5.840859395	7.98090844	7.775283823	6.719155224	6.207295891	9.145237186	6.51010126	7.165664166	7.724935595	7.499394738	8.386566078	7.430085793	8.68942008	6.436414483	6.594271179	7.06220887	7.444411924
"A430073D23Rik"	5.956374572	3.054077564	4.232961824	5.471260943	5.067059067	4.930221613	4.182738231	4.406278769	5.701511142	3.891392214	3.120001355	3.084151938	4.13566968	4.612454715	3.593157642	3.711348603	4.417234107	5.185581597
"Toporsos"	4.280104735	6.140767766	5.875628803	4.489353672	6.224862304	5.236329494	5.820659534	4.901652056	5.435978305	6.275892882	6.6197189	6.516145215	7.538204649	6.425258113	5.58821208	7.217850043	4.145003709	7.210698913
"Zfp580"	4.498772335	5.083734639	5.093219744	6.124384784	6.373484162	5.036806948	4.767558774	5.541155956	5.428533459	4.903041314	3.448455859	3.558874904	4.319817321	3.592445757	3.768228116	5.332051159	4.379358573	5.427599132
"Fkbp1b"	3.571752581	3.868754033	4.340494064	4.792113703	4.703575648	4.451887431	4.908819775	4.572210653	5.614654607	6.0325045	3.322516656	4.672957482	3.775767186	4.943450999	3.768228116	4.187317012	3.511377595	3.529422387
"Pms2"	10.53148971	10.16235357	11.27352323	13.79811388	10.99356438	12.36259894	11.19564061	11.45051113	11.51407457	10.91014877	9.864393737	10.50889339	11.48577714	9.347113995	12.48149497	10.91232888	11.27112754	11.53735553
"Pgk1-rs7"	0.027265287	0.031973174	0.028003188	0.031735852	0.027831809	0.032495529	3.049825005	0.030279541	0.046530287	0.035273679	0.031643016	0.030946738	0.02468467	0.030704665	0.023405144	0.030124583	1.281455554	0.029659012
"Gm11851"	3.254384642	2.402464282	2.58805459	3.958095504	5.038670623	4.543524822	3.05759436	4.070175867	4.097146853	3.778516443	3.97309706	3.84667957	3.347735001	3.087661071	3.621243814	6.067693471	3.312531043	4.681971579
"Gm37795"	3.847677285	5.927826428	7.403482714	5.79433192	6.13969697	3.723987588	4.102219461	5.65561262	5.796432927	4.420497392	5.434371529	4.460662858	4.682188283	3.934495721	5.129003163	4.437953541	4.587674008	5.357603865
"Ss18l1"	10.3880743	8.664730108	8.481605433	12.04756426	9.392122119	10.95619245	8.646585853	9.430865761	9.016328773	10.61596629	9.778324734	11.48062097	8.585328368	9.432472963	10.4171613	9.308496091	9.838958928	8.037592158
"Whrn"	6.952648155	6.746339678	6.618273336	6.759736548	4.703575648	5.621726464	6.250799281	5.601715038	5.614654607	7.160556739	7.56268077	6.963016116	8.02794851	8.198145446	7.036054262	8.103512778	6.667672062	6.613959598
"Efcab10"	4.226119467	4.124539424	3.332379314	4.093924952	5.928175224	4.646860603	4.343775772	3.542706267	4.497927723	2.645525889	4.145235066	3.558874904	2.937475779	4.463230045	2.691591511	4.006569515	2.880118701	3.76669448
"1700040L02Rik"	5.480322663	6.42660794	5.684647064	5.553774159	7.152774801	7.051529727	5.685755279	5.177801467	6.545260342	5.46742017	5.221097602	5.539466155	4.566664025	5.926000266	4.376761849	6.898529466	3.984821765	5.249645062
"Brf2"	8.806687663	9.687232207	9.364265903	8.711491467	7.987729058	7.895763562	7.94593129	8.084637379	7.103623784	9.418072164	6.73996236	8.325291536	7.676932497	7.031368192	7.185379078	6.356286975	6.980934288	7.681684018
"Ttc32"	8.91574881	7.002125069	7.19681919	7.648340413	7.76507459	6.076663866	8.228453291	7.781841972	6.359139195	7.538690573	8.132255054	8.572246507	7.183239089	6.294456241	5.640639602	5.512798656	7.614560402	8.215546227
"Slx4ip"	7.901480138	8.334766954	7.836972056	6.856213539	7.235156955	5.840746327	6.535440198	5.705271067	6.540917516	5.401811128	7.310169504	6.417115653	7.026244585	7.267180016	8.823271025	6.61656337	8.327882952	7.589147901
"Tnfsf9"	3.40816086	2.58982708	2.604296438	5.617245864	4.202603093	4.256914259	4.05701594	2.755438208	3.008958546	3.280452102	2.373226183	2.692366232	2.39441303	3.469627099	1.89581663	2.861835368	2.485581893	3.23283227
"4732487G21Rik"	6.521856622	7.122983666	7.844812949	6.936187887	6.548824556	7.447975177	6.813018064	6.846204163	6.141377453	6.860730472	5.881803772	8.276395689	4.666390094	5.435339726	6.704169326	6.478592781	5.181057368	5.823843528
"Acy3"	7.825137335	9.368139932	8.821004065	7.838755527	9.212328635	8.026395587	9.287910797	8.993023601	7.289744931	7.019462025	7.815824896	8.943607367	8.022517882	8.750829409	7.98115396	8.525256938	9.590400739	8.453411501
"Zfp663"	1.499590778	3.037451514	1.820207188	2.507132335	2.310040111	1.255627229	1.236033756	2.089288311	2.822837399	4.767590389	3.638946814	3.125001633	3.826123913	3.470241192	2.274511853	1.897848718	1.775415638	1.571927618
"Zfp953"	8.060709413	7.913360523	7.369318825	6.130731955	7.863599192	7.4739716	6.682351639	7.29797491	5.028993397	7.056146651	5.99825007	6.006142968	9.597399854	7.086636588	7.579053593	6.674402569	6.860206025	7.164430855
"Cfap221"	3.994909834	6.362661592	4.228481314	4.538226884	5.093220968	4.97181589	6.462690783	4.693328816	4.497927723	5.46742017	5.221097602	4.734850959	6.638695259	4.78869949	5.359777879	6.175539478	4.773895382	4.656464829
"4632427E13Rik"	4.454057265	4.960957651	3.507119204	3.53537395	4.423587653	3.65834662	4.340244247	4.63700887	4.373226555	2.297727419	2.642824677	2.676273928	3.784653667	4.153727026	4.177350025	2.84797806	3.427735791	3.830164765
"Gm43071"	3.953466598	3.165344209	3.612411189	2.951434267	3.033667134	4.191923202	1.94233876	3.361029023	4.746089253	4.361943086	4.461665224	3.249407521	4.171709299	2.425668503	3.584263687	4.066818681	4.69498802	5.071690992
"Bcl11a"	4.173770116	1.881301548	2.550530318	3.586151314	3.123842193	3.735685979	2.296197567	6.102538642	3.47364101	1.65786289	2.034013054	2.004729707	4.369680356	2.057212528	2.125187037	2.13884538	2.437448402	2.462291147
"Ace3"	1.445060205	1.950363604	1.876213563	4.47475518	3.532969779	4.191923202	2.578013263	4.208856164	3.567321988	3.137946441	2.563084278	2.998120006	2.246305007	1.934393869	2.504350363	2.741337037	2.248859808	3.173514247
"Gm15751"	4.275742289	6.631236252	3.95909065	5.85018702	6.468668947	5.795902498	3.385319882	5.483019238	6.26421741	5.799698222	4.723036534	4.714426112	3.179879242	4.105213656	4.126326813	4.456028291	6.39228537	5.106688626
"Iba57"	6.245386613	5.851730274	7.421404754	7.776553257	5.386011594	6.401619153	5.759210999	5.561140453	6.856082658	7.090009382	6.486818233	6.839229163	6.197827046	7.899082013	5.502081152	4.489165332	5.775229801	7.743374762
"Gk5"	5.800417131	4.154594207	5.167148159	6.392870095	6.387400066	5.488494796	5.132012156	5.727677927	6.507415709	5.784883277	3.91170961	5.072789341	5.701171477	5.219792981	6.432201558	5.97972969	7.826821205	5.790032255
